"","timestamp","num.likes","num.comments","num.shares","posted.by","message","embeded.link","embeded.link.text","sample.comments","rbloggers.link","title","first.published","author","blog.name","blog.link","tags"
"95","Saturday, September 17, 2011 at 11:51am","0","View all 4 comments","0","Mukul Pal","http://orpheus.asia/2011/08/30/agro-jiseki-cycles/",NA,NA,"Szilard Nemes Cool plot, could you share the code?Tuesday, September 20, 2011 at 10:48am · LikeUnlike ·  1ReplyMukul Pal setwd(""C:/R"") m<-data.frame(read.table(""file.csv"", sep=',',header=TRUE)) pl<-function(a){ k<-dim(m) g=0 for( i in (1:k[2])){ if(colnames(m)[i]==a){  g=i  break  } else{ g=0 } } q<-m[,((g-1):(g+3))] a5<-q[,1] a1<-q[,2] a2<-q[,3] a3<-q[,4] a4<-q[,5] par(mar=c(5, 4, 4,5) + 0.1) plot(a2,type='l',col='red',ylab='',xlab="" "",axes=FALSE) lines(a3,col='blue',ylab='',xlab="" "") lines(a4,col='dark grey',ylab='',xlab="" "",lty=2) length(a5)->count axis(2) axis(1,at=seq(1,count,1),label=a5) par(new=TRUE) plot(a1,type='l',axes=FALSE,xlab=""Time"",ylab='Ranking') axis(4,main='price') mtext(""Price"", side=4) title(a) } pl(""X.SYMBOL1"")Thursday, September 22, 2011 at 6:13pm · LikeUnlike ·  1Reply",NA,NA,NA,NA,NA,NA,NA
"96","Friday, September 16, 2011 at 5:28pm","21 people like this","0","0","R bloggers","http://www.r-bloggers.com/beeswarm-plot-with-ggplot2/","http://www.r-bloggers.com/beeswarm-plot-with-ggplot2/","A
 colleague showed me results of his study project with beeswarm plots 
made by GraphPad. I was wondering if it could be implemented in R and 
more specifically with ggplot2. There is a R package allowing to draw 
such graphs, the beeswarm package (beeswarm, cran). An implementation 
was shown on R-stat...","","http://www.r-bloggers.com/beeswarm-plot-with-ggplot2/","Beeswarm Plot with ggplot2","September 16, 2011","denishaine"," denis haine Â» blog","http://denishaine.wordpress.com/2011/09/16/beeswarm-plot-with-ggplot2/","graphics, R"
"97","Monday, September 5, 2011 at 2:15pm","0","0","0","Amalia Susana Haye","I found my mistake. It was in the line timeseries<-ts; must be the end= c(2001,5), now I´m glad. Thanks the same",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"98","Monday, September 5, 2011 at 10:57am","0","0","0","Amalia Susana Haye","Hello: I need help on:
 When I transform a series of data to the Format Time Series with ts, 
the mean change of value; it is not the same as the mean of the data: my
 code is: data<-scan() # the data (251 counts) mean(data) # 38.89514 timeseries<-ts(data,start=c(1980,7),end=c(2004,6),freq=12) Thanks",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"99","Friday, September 2, 2011 at 12:55pm","0","View all 4 comments","0","Amalia Susana Haye","Hola: Necesito ayuda. 
 Al transformar una serie de datos al formato Serie de Tiempo, descubro 
que la media (mean) de la serie no coincide con la media (mean) de los 
datos originales. mi código es: datos<-scan() # ingreso de datos (251 datos) mean(datos) # [1] 38.89514 timeseries<-ts(datos,start=c(1980,7),end=c(2004,6),freq=12) mean(timeseries) # [1] 40.24542 ¿Alguien puede decirme cómo debo interpretar esto? Gracias.",NA,NA,"David López González yo estoy empezando ahora con series temporales, has probado a quitarle ""end=c(2004,6)"" y que lo calcule RSunday, September 11, 2011 at 5:53pm · LikeUnlikeReplyAmalia Susana Haye Sí.
 Igualmente, gracias por tu ayuda, ya que descubrí mi estúpido error. 
Contando la cantidad de registros que hay desde start hasta end, 
descubrí que no hay 251, por lo que tuve que revisar los datos, y debía 
haber puesto end= c(2001,5); con lo que si hubiera dejado que R lo 
calculara automáticamente, tampoco sé si hubiera sido del todo bueno, ya
 que para eso debería ingresar los datos adecuadamente.Monday, September 12, 2011 at 1:00pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"100","Thursday, August 18, 2011 at 2:58am","0","View all 7 comments","0","Fábio Ribeiro","I'd like receive some information about paralelization with R  tnx a lot",NA,NA,"Ramneek Handa on mac quadcore..Monday, November 14, 2011 at 9:34am · LikeUnlikeReplyRamneek Handa oops it crashes :(Monday, November 14, 2011 at 9:35am · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"101","Tuesday, August 2, 2011 at 12:57pm","0","0","0","Avinash Gupta","hello every one ,
 i hv data  in exel format .  i want to cluster it and these cluster 
data store in txt file exel file. i done heirachical clustering through 
Rcmdr but i m unable to performed with labels. it's genrate labels by  
serial number i want to label it by other colum data .plz help me  any 
packages aur script for it .",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"102","Monday, July 25, 2011 at 8:48pm","2 people like this","At least 1 comment","2 shares","StatsTips","Google Motion Charts with R","http://code.google.com/p/google-motion-charts-with-r/","googleVis
 is an R package providing an interface between R and the Google 
Visualisation API.  The functions of the package allow the user to 
visualise data with the Google Visualisation API without uploading their
 data to Google. For a quick start read the four page overview document.","R bloggers Thanks for the link.  There has been a bunch of articles about the googleVis package in the past few months  http://www.r-bloggers.com/?s=googleVisMonday, July 25, 2011 at 8:52pm · LikeUnlike ·  1ReplyXun Tang Fantastic! just powerful as the SAS JMP!Saturday, October 22, 2011 at 6:17am · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"103","Wednesday, July 13, 2011 at 7:50pm","0","0","0","StatsTips","Radford Neal's new MCMC software in R (GRIMS):","http://radfordneal.wordpress.com/2011/06/26/grims-%E2%80%94-general-r-interface-for-markov-sampling/","I
 have released a (very) preliminary version of my new MCMC software in 
R, which I’m calling GRIMS, for General R Interface for Markov Sampling.
 You can get it here.","",NA,NA,NA,NA,NA,NA,NA
"104","Wednesday, July 13, 2011 at 7:21pm","0","0","0","Javier Ruiz","codes in r for ecological sciences on request:","http://javierruizperez.blogspot.com/","","",NA,NA,NA,NA,NA,NA,NA
"105","Wednesday, July 13, 2011 at 6:13am","0","View all 4 comments","0","Sagar Kashid","i
 have used twoord.plot {plotrix} command to plot two graphs in one plot,
 but now i want to plot four graphs in one plot? pl. help-,    ",NA,NA,"R bloggers What ""graph""?  would using lines() help you?  In any event, why won't you take it to the R help mailing list?Wednesday, July 13, 2011 at 7:04am · LikeUnlikeReplySagar Kashid yup, i will put it there also, but m seeking fast response so whay posted here... anyways thxWednesday, July 13, 2011 at 7:06am · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"106","Wednesday, July 13, 2011 at 1:49am","5 people like this","At least 1 comment","0","StatsTips","Sweave, a tool that allows to embed the R code for complete data analyses in latex documents:http://www.stat.uni-muenchen.de/~leisch/Sweave/","http://www.stat.uni-muenchen.de/%7Eleisch/Sweave/","","StatsTips Dear R Bloggers,
 Our page, managed by a group of PhD students in Statistics, A.I, 
machine learning, and Epidemiology, is trying to disseminate useful 
information/news/endeavors 
in those field. I appreciate if you do us a favor by sharing our page so
 that if people are interested in those fields, they can join our page.  I appreciate your help. -StatsTipsWednesday, July 13, 2011 at 1:55am · LikeUnlikeReplyR bloggers Hi
 there, I've added you to the page's favorite pages.  Besides, you are 
publishing content here, which gives you more exposure.  Cheers, TalWednesday, July 13, 2011 at 6:46am · LikeUnlikeReplyStatsTips Tal, I appreciate it.  Best Regards.Wednesday, July 13, 2011 at 4:10pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"107","Tuesday, July 12, 2011 at 7:24pm","0","At least 1 comment","0","Luciana Alves","I
 can't install from source (CRAN binaries) spatial packages such as sp 
or spdep (Mac OS X 10.6.8; R 2.13.1) using the Packager installer. Any 
clues?",NA,NA,"R bloggers Ask on the R-help mailing list.  And read the posting guide first...Tuesday, July 12, 2011 at 8:01pm · LikeUnlikeReplyLuciana Alves thanksTuesday, July 12, 2011 at 8:36pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"108","Thursday, July 7, 2011 at 1:05am","0","At least 1 comment","0","Matt Cooper","Been missing the posts guys. Keep em coming!",NA,NA,"R bloggers Thanks Matt :)  Facebook was having issue with the feed, so I've tried another one.  I'm glad it now works :)Thursday, July 7, 2011 at 6:20am · LikeUnlikeReplyR bloggers ‎(or at least I hope it works...)Thursday, July 7, 2011 at 6:21am · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"109","Tuesday, July 5, 2011 at 7:42pm","35 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/in-4-steps-your-application-including-r-is-running-on-a-cloud-computing-cluster/10150232154158583","
 This article was first published on  cloudnumbers.com » R-project, and 
kindly contributed to R-bloggersToday, cloud computing is used in many 
application areas from academic research to industry....","Alex Baki winning!Tuesday, July 5, 2011 at 8:11pm · LikeUnlikeReplyR bloggers I didn't get what you are saying Alex.Tuesday, July 5, 2011 at 8:56pm · LikeUnlike ·  1Reply",NA,NA,NA,NA,NA,NA,NA
"110","Tuesday, July 5, 2011 at 7:42pm","35 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/in-4-steps-your-application-including-r-is-running-on-a-cloud-computing-cluster/10150232154158583","
 This article was first published on  cloudnumbers.com » R-project, and 
kindly contributed to R-bloggersToday, cloud computing is used in many 
application areas from academic research to industry....","Alex Baki winning!Tuesday, July 5, 2011 at 8:11pm · LikeUnlikeReplyR bloggers I didn't get what you are saying Alex.Tuesday, July 5, 2011 at 8:56pm · LikeUnlike ·  1Reply",NA,NA,NA,NA,NA,NA,NA
"111","Tuesday, July 5, 2011 at 7:42pm","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/slides-from-my-r-tutorial-on-twitter-text-mining-rstats/10150232154178583","
 This article was first published on  Things I tend to forget » R, and 
kindly contributed to R-bloggersLast month I presented this introduction
 to R at the Boston Predictive Analytics MeetUp on Twitter Sentiment.The
 goal of the presentation was to expose a first-time (but technically 
savvy) ...","",NA,NA,NA,NA,NA,NA,NA
"112","Tuesday, July 5, 2011 at 7:42pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/bounded-target-support/10150232154168583","
 This article was first published on  Xi'an's Og » R, and kindly 
contributed to R-bloggersHere is an interesting question from Tomàs that
 echoes a lot of related emails:I’m turning to you for advice. I’m 
facing problem  where parameter space is bounded, e.g. all p...","",NA,NA,NA,NA,NA,NA,NA
"114","Sunday, July 3, 2011 at 10:59pm","0","0","0","StatsTips","A simple guide to an elegant R packages useful in psychological research:http://www.personality-project.org/r/","http://www.personality-project.org/r/","‎(For
 a very abbreviated form of this guide meant to help students do basic 
data analysis in a personality research course, see a very short guide. 
 In addition, a short guide to data analysis in a research methods 
course offers some more detail on graphing.)","",NA,NA,NA,NA,NA,NA,NA
"115","Tuesday, June 28, 2011 at 6:07pm","0","0","0","StatsTips","Rasch models in R","http://www.unt.edu/rss/rasch_models.htm","R
 can be used to fit a Rasch model in Item Response Theory (IRT). The 
Rasch  model was proposed in the 1960's by a Danish statistician Georg 
Rasch. The basic  Rasch model is used to separate the ability of test 
takers and the quality of  the test. In this section we will be going 
over how R can be u","",NA,NA,NA,NA,NA,NA,NA
"116","Tuesday, June 21, 2011 at 2:07am","0","0","0","Eugenia Munaro","Diallel
 Analysis using Hayman approach is so common in plant breeding and 
genetics. I'm wondering if someone can share R worked example on Diallel
 Analysis. ",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"117","Friday, June 17, 2011 at 3:58am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/fixed-unable-to-plot-a-decent-x-axis-in-a-time-series-plot-using-zoo/10150210559048583","Here is the link to the original problem...","",NA,NA,NA,NA,NA,NA,NA
"118","Friday, June 17, 2011 at 3:58am","5 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/character-occurrence-in-passwords/10150210559053583","As
 everyone knows, it seems that Sony is taking a bit of a battering from 
hackers.  Thanks to Sony, numerous account and password details are now 
circulating on the internet. Recently, Troy Hunt carried out a brief 
analysis of the password structure...","",NA,NA,NA,NA,NA,NA,NA
"119","Friday, June 17, 2011 at 3:58am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/reits-for-everybody-now-reits-for-nobody-part-2/10150210559043583","As
 a quick follow-up to my first REITs for Everybody Might Now Mean REITs 
for Nobody, I want to look at REITs and High Yield bonds, which also 
might simultaneously attract conservative yield buyers and speculative 
beta chasers.HYG (iShares High Yield) and IYR (iShares REIT)With R we 
can...","",NA,NA,NA,NA,NA,NA,NA
"120","Wednesday, June 8, 2011 at 4:40pm","2 people like this","0","0","StatsTips","‎*********ggplot2: Elegant graphics for data analysis*****************
 The ggplot2 package for R is an amazing system for creating entirely 
new visualizations of data. Here is a very useful ggplot2 WIKI.","https://github.com/hadley/ggplot2/wiki","ggplot2 - An implementation of the Grammar of Graphics in R","",NA,NA,NA,NA,NA,NA,NA
"121","Wednesday, June 1, 2011 at 9:52pm","2 people like this","0","0","StatsTips","The R language: Fast and efficient partial singular value decomposition of large data ","https://www.youtube.com/watch?v=ipkuRqYT8_I&feature=player_embedded","Bryan
 discusses the new irlba package for R, showing how it can be used to 
compute a few singular values of the Netflix prize data.","",NA,NA,NA,NA,NA,NA,NA
